Education,Marital_Status,Income,Kids,Days_is_client,Recency,Expenses,Client_age,TotalNumPurchases,TotalAcceptedCmp,Complain,Response
Graduate,Partner,78569.0,0,130,14,1736,68,15,1,0,1
Graduate,Single,7500.0,2,549,5,57,36,10,0,0,0
Graduate,Partner,94384.0,0,482,62,2302,61,18,3,0,1
Graduate,Partner,23148.0,0,131,83,37,29,6,0,0,0
Graduate,Single,44267.0,2,489,48,310,44,16,0,0,0
Graduate,Partner,71626.0,0,605,94,1305,35,19,1,0,0
Graduate,Partner,60894.0,1,366,61,832,48,26,0,0,0
Graduate,Partner,50200.0,2,452,70,401,38,19,0,0,0
Postgraduate,Partner,81051.0,0,37,43,1501,49,23,2,0,0
Graduate,Partner,65169.0,0,166,23,1189,32,28,4,0,1
Graduate,Partner,59868.0,1,342,37,1194,42,32,0,0,0
Postgraduate,Partner,65695.0,1,149,50,656,54,21,0,0,0
Postgraduate,Single,64857.0,0,583,78,1540,58,23,0,0,0
Postgraduate,Partner,45143.0,1,307,74,311,49,15,0,0,0
Graduate,Partner,74805.0,1,235,14,820,59,26,0,0,0
Graduate,Partner,59060.0,1,169,77,274,25,14,0,0,0
Postgraduate,Single,27238.0,2,435,39,57,52,9,0,0,0
Graduate,Partner,47009.0,1,271,89,448,49,17,0,0,0
Graduate,Partner,46094.0,2,19,62,44,41,5,0,0,0
Graduate,Partner,40321.0,2,335,59,102,42,8,0,0,0
Graduate,Partner,37235.0,1,148,68,61,30,5,0,0,0
Postgraduate,Partner,81843.0,0,433,13,1643,54,27,0,0,0
Postgraduate,Partner,46692.0,1,388,37,397,56,15,0,0,0
Graduate,Partner,77382.0,1,173,36,1121,46,26,1,0,0
Graduate,Single,37774.0,2,664,28,473,37,16,1,1,1
Undergraduate,Partner,18393.0,1,92,2,50,40,8,0,0,0
Postgraduate,Partner,72828.0,1,500,17,1678,52,28,0,0,0
Graduate,Partner,24711.0,0,72,86,58,32,7,0,0,0
Postgraduate,Partner,45503.0,1,277,54,170,39,9,0,0,0
Postgraduate,Single,6560.0,0,199,2,373,32,2,0,0,0
Postgraduate,Partner,71604.0,0,224,3,1196,69,17,1,0,1
Graduate,Partner,27244.0,1,114,84,101,35,8,0,0,0
Graduate,Partner,48752.0,2,564,8,316,45,17,0,0,1
Graduate,Partner,71434.0,1,284,4,1400,52,21,2,0,0
Graduate,Single,90842.0,0,335,57,1424,66,27,0,0,0
Postgraduate,Partner,88097.0,1,680,24,844,36,20,3,0,1
Graduate,Partner,51948.0,1,285,51,311,39,13,0,0,0
Graduate,Partner,71853.0,0,417,29,1149,32,17,0,0,0
Postgraduate,Partner,35876.0,0,70,13,129,31,8,0,0,0
Graduate,Single,40049.0,1,256,23,32,62,5,0,0,0
Graduate,Single,39660.0,1,690,36,299,32,14,0,0,1
Graduate,Partner,50127.0,1,31,88,320,52,13,1,0,0
Postgraduate,Partner,43263.0,1,585,2,441,37,16,0,0,0
Postgraduate,Partner,62845.0,2,636,3,1178,65,28,1,0,1
Graduate,Partner,18929.0,0,498,15,85,24,6,0,0,0
Undergraduate,Single,24367.0,1,466,58,24,32,4,0,0,0
Graduate,Single,33249.0,1,494,11,112,39,8,0,0,0
Graduate,Partner,26887.0,1,504,27,30,55,5,0,0,0
Postgraduate,Partner,50150.0,0,374,32,410,31,16,0,0,0
Graduate,Partner,62061.0,1,302,12,800,38,24,1,0,0
Postgraduate,Single,85696.0,0,422,88,1313,52,20,0,0,1
Postgraduate,Partner,76542.0,0,456,91,1483,58,23,0,0,0
Graduate,Single,70515.0,0,251,12,1258,21,17,0,0,1
Graduate,Partner,18227.0,1,598,21,28,27,4,0,0,0
Graduate,Partner,69139.0,1,153,23,227,49,11,0,0,0
Graduate,Partner,69109.0,0,597,10,1555,32,20,1,0,1
Graduate,Single,69627.0,1,469,35,861,52,23,0,0,0
Graduate,Partner,38136.0,1,433,69,103,36,8,1,0,0
Postgraduate,Single,62159.0,0,62,68,634,68,19,0,0,0
Graduate,Single,80695.0,0,182,85,1918,51,19,0,0,0
Postgraduate,Single,33316.0,2,268,34,131,43,10,0,0,0
Graduate,Partner,58554.0,2,641,55,586,46,22,0,0,0
Undergraduate,Partner,17256.0,1,218,10,62,22,7,1,0,0
Graduate,Single,53034.0,2,395,30,447,40,22,0,0,0
Graduate,Partner,52203.0,0,698,36,939,64,27,0,0,0
Graduate,Single,59601.0,1,339,14,797,37,15,1,0,0
Postgraduate,Single,75154.0,1,663,79,1143,56,16,0,0,1
Graduate,Single,47025.0,1,234,52,415,38,17,0,0,0
Graduate,Partner,37971.0,1,216,97,30,41,5,0,0,0
Postgraduate,Single,41335.0,1,185,24,187,46,12,0,0,0
Graduate,Partner,67267.0,1,47,0,251,56,11,0,0,0
Graduate,Single,57338.0,1,61,96,237,39,12,0,0,0
Graduate,Partner,50523.0,2,186,89,91,54,8,0,0,0
Postgraduate,Single,35791.0,3,419,94,35,49,6,0,0,0
Postgraduate,Single,50611.0,1,633,98,493,54,22,1,0,0
Postgraduate,Partner,56242.0,1,483,72,971,45,28,0,0,0
Graduate,Single,48904.0,1,574,1,371,54,17,0,0,0
Graduate,Single,56243.0,3,181,26,396,39,20,0,0,0
Graduate,Partner,21355.0,1,313,5,68,29,7,1,0,1
Postgraduate,Partner,57420.0,1,369,22,322,43,15,1,0,0
Postgraduate,Single,46390.0,1,55,56,222,59,10,0,0,0
Graduate,Partner,54342.0,2,361,74,177,58,12,0,0,0
Graduate,Partner,20895.0,1,631,24,45,41,6,0,0,0
Graduate,Partner,92344.0,0,165,9,1899,66,20,2,0,0
Graduate,Partner,26907.0,2,313,10,22,38,6,0,0,0
Graduate,Partner,44964.0,2,560,35,41,34,5,0,0,0
Graduate,Partner,75507.0,0,58,56,1440,35,21,0,0,0
Postgraduate,Partner,53761.0,2,261,7,325,42,17,0,0,0
Graduate,Partner,22682.0,1,269,51,95,41,10,0,0,0
Postgraduate,Partner,38887.0,1,119,17,42,42,5,0,0,0
Graduate,Single,41658.0,2,597,30,72,39,6,0,0,0
Postgraduate,Partner,29791.0,1,45,21,20,42,7,0,0,0
Postgraduate,Partner,63915.0,2,334,2,789,58,23,0,0,0
Graduate,Single,39996.0,2,38,85,15,40,4,0,0,0
Graduate,Single,26759.0,1,142,65,59,42,8,0,0,0
Postgraduate,Single,63841.0,1,434,64,908,46,22,0,0,0
Postgraduate,Partner,51039.0,2,566,11,417,45,14,0,0,0
Graduate,Partner,60544.0,2,673,92,289,53,15,0,0,0
Graduate,Partner,65685.0,1,92,54,769,42,21,0,0,0
Graduate,Partner,37716.0,1,69,4,188,61,10,0,0,0
Graduate,Single,36864.0,1,685,53,354,57,14,0,0,1
Postgraduate,Partner,44511.0,1,625,39,727,44,26,0,0,0
Postgraduate,Partner,36947.0,2,691,49,146,47,11,0,0,0
Postgraduate,Partner,47352.0,1,444,70,319,63,16,0,0,0
Postgraduate,Partner,67087.0,1,194,40,794,61,22,0,0,0
Graduate,Partner,57045.0,1,659,40,454,64,18,0,0,0
Postgraduate,Single,36957.0,2,661,43,152,61,11,0,0,1
Postgraduate,Partner,69389.0,1,639,17,797,37,22,0,0,0
Graduate,Partner,80134.0,1,405,40,1690,42,16,3,0,1
Postgraduate,Partner,43142.0,2,131,84,20,45,4,0,0,0
Graduate,Partner,80589.0,0,158,25,1428,70,21,1,0,1
Graduate,Single,34412.0,1,501,62,209,24,11,0,0,0
Graduate,Single,57537.0,1,384,83,545,35,19,0,0,0
Undergraduate,Partner,22634.0,0,529,47,96,48,6,0,0,0
Graduate,Partner,51315.0,0,126,45,222,66,10,0,0,0
Graduate,Partner,36026.0,3,105,34,61,42,7,0,0,0
Graduate,Partner,24639.0,2,152,3,44,41,9,0,0,0
Postgraduate,Partner,34578.0,3,79,1,8,42,4,0,0,0
Graduate,Single,65704.0,0,259,18,817,42,23,0,0,0
Graduate,Single,63810.0,1,595,45,1371,48,23,1,0,0
Postgraduate,Partner,54132.0,1,133,81,42,45,5,0,0,0
Graduate,Partner,18690.0,0,548,77,60,55,5,0,0,0
Graduate,Partner,28164.0,1,421,23,78,44,9,0,0,0
Postgraduate,Partner,34596.0,1,442,48,23,40,4,0,0,0
Postgraduate,Partner,43269.0,1,286,61,19,42,4,0,0,0
Graduate,Single,38741.0,2,91,60,61,56,7,0,0,0
Graduate,Single,31907.0,0,482,75,449,42,14,0,0,0
Postgraduate,Partner,27100.0,1,450,64,37,31,5,0,0,0
Graduate,Single,31163.0,1,136,54,38,41,5,0,0,0
Graduate,Partner,92533.0,0,192,84,1131,29,23,2,0,0
Graduate,Single,34853.0,2,188,75,34,41,7,0,0,0
Graduate,Single,70844.0,2,242,16,294,47,17,0,0,0
Graduate,Partner,31086.0,2,421,79,48,35,6,1,0,0
Graduate,Partner,60544.0,2,673,92,289,53,15,0,0,0
Graduate,Partner,20491.0,0,520,16,30,28,4,0,0,0
Graduate,Partner,42523.0,0,67,96,125,50,7,0,0,0
Graduate,Partner,39922.0,1,500,30,156,31,9,0,0,0
Graduate,Partner,33402.0,2,346,60,70,62,9,0,0,0
Postgraduate,Partner,36408.0,2,281,11,22,65,4,0,0,0
Graduate,Partner,21645.0,1,664,75,65,35,9,0,0,1
Postgraduate,Single,78427.0,0,613,36,1930,66,23,1,0,1
Graduate,Partner,82657.0,0,275,71,2283,68,23,2,0,0
Graduate,Partner,51876.0,0,257,88,310,56,13,0,0,0
Graduate,Partner,78041.0,0,560,93,1319,43,18,0,0,0
Graduate,Partner,52852.0,1,575,93,879,57,26,1,0,0
Postgraduate,Partner,70038.0,0,247,54,1244,32,17,0,0,0
Graduate,Partner,69401.0,1,98,41,690,41,17,0,0,0
Graduate,Partner,46053.0,1,497,46,209,42,12,0,0,0
Graduate,Partner,77343.0,0,20,28,1134,49,17,0,0,0
Graduate,Single,73892.0,0,228,40,1507,61,23,0,0,1
Postgraduate,Single,40304.0,1,272,82,57,47,6,0,0,0
Postgraduate,Partner,32727.0,0,670,38,529,49,17,0,0,0
Graduate,Partner,68695.0,0,4,3,1091,45,16,0,0,0
Graduate,Single,43300.0,1,624,87,180,43,11,0,0,1
Graduate,Partner,26290.0,2,533,49,77,42,10,0,0,0
Graduate,Single,93790.0,0,137,16,2349,44,25,3,0,1
Postgraduate,Partner,38410.0,0,653,65,534,40,18,0,0,1
Postgraduate,Single,64866.0,1,154,9,556,64,21,1,0,0
Graduate,Partner,57957.0,1,314,24,637,55,25,0,1,0
Postgraduate,Partner,46015.0,2,77,25,46,59,5,2,0,0
Graduate,Partner,16531.0,1,11,43,44,36,9,0,0,0
Postgraduate,Partner,28072.0,1,356,10,47,28,5,0,0,0
Postgraduate,Single,49476.0,1,374,29,795,51,22,0,0,0
Graduate,Partner,50725.0,1,501,45,586,61,21,0,0,0
Graduate,Partner,83844.0,0,413,57,1574,62,20,1,0,0
Postgraduate,Partner,41145.0,2,141,20,13,64,4,0,0,0
Graduate,Partner,67419.0,1,529,29,1471,44,25,0,0,0
Graduate,Partner,23162.0,2,190,82,65,44,8,0,0,0
Graduate,Partner,34380.0,1,423,68,175,37,12,0,0,0
Graduate,Single,34704.0,1,428,65,40,48,5,0,0,0
Postgraduate,Partner,94871.0,2,666,99,1078,45,18,2,0,1
Graduate,Partner,65148.0,1,590,9,1115,56,21,0,0,0
Graduate,Partner,39898.0,1,502,20,134,60,9,0,0,0
Postgraduate,Single,64857.0,0,583,78,1540,58,23,0,0,0
Postgraduate,Partner,59892.0,1,239,26,87,44,7,0,0,0
Postgraduate,Single,41020.0,0,244,68,217,27,10,0,0,0
Postgraduate,Partner,57072.0,1,156,79,1034,53,27,1,0,0
Graduate,Single,60474.0,1,454,25,1180,35,31,0,0,0
Graduate,Partner,62807.0,1,667,83,819,54,23,0,0,0
Graduate,Partner,19414.0,1,256,32,32,33,5,0,0,0
Graduate,Partner,19107.0,1,311,49,46,34,6,0,0,0
Graduate,Partner,75484.0,1,696,50,1159,38,18,0,0,0
Postgraduate,Single,70379.0,1,483,84,860,38,25,0,0,0
Postgraduate,Partner,79419.0,0,7,96,1631,44,15,0,0,0
Postgraduate,Partner,64014.0,3,19,56,444,68,22,1,0,0
Graduate,Partner,76998.0,1,534,85,1910,59,29,1,0,0
Postgraduate,Partner,49854.0,1,231,63,380,42,18,0,0,0
Postgraduate,Partner,60585.0,2,370,17,736,43,30,0,0,1
Postgraduate,Single,42873.0,2,524,11,269,64,15,0,0,0
Graduate,Partner,57867.0,1,271,48,612,36,25,0,0,0
Graduate,Partner,35765.0,1,200,86,75,24,8,0,0,0
Graduate,Partner,65492.0,0,154,73,1045,55,26,0,0,0
Graduate,Single,32952.0,1,210,36,55,37,6,0,0,0
Postgraduate,Partner,53374.0,1,682,34,1064,45,21,1,0,1
Graduate,Partner,71706.0,1,593,16,1443,55,25,0,0,0
Graduate,Partner,68487.0,0,532,48,1366,26,30,0,0,0
Postgraduate,Partner,53253.0,2,503,61,436,39,19,0,0,0
Graduate,Single,31163.0,1,136,54,38,41,5,0,0,0
Graduate,Partner,42014.0,1,681,56,436,37,20,0,0,1
Postgraduate,Partner,54108.0,2,601,74,747,41,32,0,0,0
Postgraduate,Single,49667.0,0,678,35,1396,59,22,1,0,1
Postgraduate,Partner,63206.0,0,101,65,928,40,14,1,0,0
Postgraduate,Partner,57136.0,2,355,48,642,42,26,0,0,0
Graduate,Partner,46772.0,1,599,88,1048,39,30,1,0,0
Postgraduate,Partner,78931.0,0,247,19,943,43,24,0,0,0
Graduate,Partner,53977.0,1,386,21,907,56,27,0,0,0
Graduate,Partner,84219.0,0,147,27,1198,26,18,0,0,0
Postgraduate,Single,46098.0,2,680,86,120,39,11,0,0,0
Graduate,Partner,73538.0,1,581,92,1658,49,26,0,0,0
Graduate,Partner,79529.0,0,63,1,1638,28,22,0,0,0
Graduate,Partner,20981.0,0,425,14,73,37,7,0,0,1
Graduate,Single,51766.0,1,110,74,275,34,12,0,0,0
Graduate,Partner,55759.0,1,578,84,854,52,26,0,0,0
Graduate,Partner,33039.0,1,293,4,78,36,7,0,0,0
Postgraduate,Partner,37787.0,1,282,50,106,42,7,0,0,0
Graduate,Single,27242.0,1,595,2,106,44,7,0,0,1
Postgraduate,Single,87188.0,0,391,73,1923,31,19,0,0,1
Graduate,Partner,69930.0,0,399,21,1662,43,22,0,0,0
Graduate,Single,37697.0,1,142,82,84,38,7,0,0,0
Postgraduate,Partner,37401.0,1,54,14,48,41,7,0,0,0
Graduate,Single,3502.0,1,442,56,5,41,0,0,0,0
Graduate,Partner,58597.0,2,586,20,733,38,32,0,0,0
Postgraduate,Single,82032.0,0,85,54,1234,66,17,0,0,0
Graduate,Partner,28087.0,2,565,77,112,56,9,0,0,0
Postgraduate,Single,74004.0,0,125,5,1658,27,15,2,0,1
Graduate,Partner,19740.0,1,462,65,55,54,7,0,0,0
Graduate,Partner,57036.0,1,565,33,1513,39,26,1,0,0
Graduate,Partner,53083.0,2,410,65,271,56,17,1,0,0
Postgraduate,Partner,69283.0,1,15,41,904,39,27,0,0,0
Postgraduate,Single,46098.0,2,680,86,120,39,11,0,0,1
Graduate,Partner,23331.0,1,663,92,103,26,8,0,0,0
Graduate,Single,23331.0,1,632,97,269,26,17,0,0,0
Graduate,Single,9255.0,1,191,91,22,25,5,0,0,0
Postgraduate,Single,67786.0,0,204,0,1156,55,16,0,0,1
Postgraduate,Partner,71969.0,1,621,59,1086,43,19,1,0,0
Postgraduate,Single,59235.0,1,533,4,1128,47,28,0,0,0
Graduate,Partner,31928.0,1,93,5,72,25,9,0,0,0
Postgraduate,Partner,74881.0,2,478,48,964,53,27,0,0,0
Graduate,Partner,65819.0,0,577,99,1383,36,20,0,0,0
Postgraduate,Single,51411.0,3,399,81,18,61,4,0,0,0
Graduate,Single,51983.0,1,667,95,793,50,24,0,0,0
Postgraduate,Partner,42386.0,1,532,43,100,28,7,0,0,0
Graduate,Partner,30390.0,0,300,5,80,27,6,0,0,0
Graduate,Single,30983.0,0,597,50,167,51,8,0,0,1
Graduate,Single,66033.0,1,525,76,677,57,20,0,0,0
Graduate,Partner,37284.0,2,457,46,23,39,4,0,0,0
Postgraduate,Single,57530.0,1,260,68,92,63,7,0,0,0
Graduate,Partner,76800.0,0,113,33,641,49,16,0,0,0
Graduate,Partner,63943.0,1,665,50,1106,58,17,0,0,0
Graduate,Partner,76081.0,0,37,85,1033,52,14,1,0,0
Graduate,Partner,67445.0,1,686,63,1174,40,32,0,0,0
Postgraduate,Partner,37054.0,2,287,89,25,47,6,0,0,0
Postgraduate,Partner,47175.0,2,609,81,240,52,17,1,0,1
Graduate,Single,31859.0,1,380,77,20,38,4,0,0,0
Graduate,Single,27215.0,3,522,50,102,53,11,0,0,0
Postgraduate,Single,70179.0,1,343,10,1034,38,26,0,0,0
Graduate,Partner,39922.0,1,500,30,156,31,9,0,0,0
Postgraduate,Partner,49681.0,2,237,66,458,38,21,0,0,0
Graduate,Partner,24645.0,1,605,16,17,26,4,0,0,0
Graduate,Single,79865.0,1,11,12,792,60,21,0,0,0
Graduate,Partner,44322.0,1,13,30,92,29,8,0,0,0
Graduate,Single,47958.0,1,526,8,407,62,16,0,0,0
Postgraduate,Single,63972.0,1,574,93,1269,50,23,1,0,0
Graduate,Partner,75315.0,1,75,14,841,60,23,0,0,0
Postgraduate,Partner,55517.0,2,640,53,633,64,23,0,0,1
Postgraduate,Partner,75283.0,3,459,26,1019,57,25,0,0,0
Postgraduate,Single,82800.0,0,582,23,1315,68,26,2,0,1
Graduate,Partner,38998.0,2,603,92,54,60,8,0,1,0
Postgraduate,Partner,27161.0,1,244,41,52,28,5,0,0,0
Graduate,Partner,42014.0,1,681,56,436,37,20,0,0,1
Postgraduate,Partner,38201.0,1,457,19,268,54,15,0,0,0
Graduate,Partner,45203.0,2,98,4,147,32,8,0,0,1
Postgraduate,Partner,81574.0,0,62,89,1798,67,18,2,0,0
Graduate,Partner,34935.0,0,373,71,137,22,8,0,0,0
Postgraduate,Single,60482.0,1,522,81,507,38,17,0,0,0
Graduate,Partner,34633.0,3,157,31,15,58,4,0,0,0
Postgraduate,Partner,78093.0,0,200,53,1105,67,17,0,0,0
Graduate,Single,82460.0,0,209,78,974,64,15,0,0,0
Postgraduate,Partner,45903.0,1,67,80,66,48,8,0,0,0
Graduate,Single,81361.0,0,124,18,778,27,27,0,0,1
Postgraduate,Single,35860.0,2,41,37,49,41,6,1,0,1
Postgraduate,Partner,40442.0,2,679,52,169,62,12,0,0,1
Graduate,Partner,61482.0,0,2,39,299,49,12,0,0,0
Graduate,Partner,34968.0,1,445,11,221,34,17,0,0,0
Graduate,Partner,75794.0,0,187,33,1682,27,25,1,0,0
Postgraduate,Partner,31497.0,1,570,22,155,52,10,0,0,0
Graduate,Partner,74268.0,0,500,83,892,59,13,0,0,0
Undergraduate,Partner,13724.0,1,667,43,58,26,5,1,0,0
Postgraduate,Partner,45143.0,1,307,74,311,49,15,0,0,0
Postgraduate,Single,52569.0,1,85,54,95,47,7,0,0,0
Postgraduate,Single,48432.0,1,619,3,424,41,19,0,0,1
Postgraduate,Partner,17144.0,2,134,96,47,54,12,0,0,0
Graduate,Single,36108.0,1,257,68,339,30,15,1,0,0
Graduate,Partner,76445.0,1,639,2,1410,43,21,0,0,0
Postgraduate,Partner,36663.0,1,65,40,35,39,6,0,0,0
Postgraduate,Partner,53843.0,1,367,64,562,49,20,0,0,0
Postgraduate,Partner,90226.0,0,641,26,2352,58,24,1,0,0
Postgraduate,Single,70638.0,0,393,69,1334,59,20,1,0,0
Graduate,Partner,44512.0,2,303,57,32,54,6,0,0,0
Graduate,Partner,27116.0,2,119,78,41,53,7,0,0,0
Postgraduate,Partner,54072.0,2,337,71,39,51,5,0,0,0
Graduate,Partner,71855.0,1,529,59,1141,37,25,0,0,0
Graduate,Single,51250.0,1,456,28,710,24,24,1,0,0
Postgraduate,Partner,60432.0,1,112,61,401,41,19,0,0,0
Postgraduate,Partner,65526.0,1,79,22,506,50,17,0,0,0
Graduate,Single,68655.0,0,688,95,1538,26,21,0,0,0
Graduate,Partner,12393.0,0,572,38,57,36,6,0,0,0
Graduate,Single,64509.0,0,316,19,1722,24,19,1,0,1
Graduate,Single,33955.0,1,324,92,270,39,15,0,0,0
Graduate,Partner,31353.0,2,182,24,31,37,6,0,0,1
Graduate,Partner,55434.0,1,267,21,882,30,24,0,0,0
Graduate,Partner,28359.0,1,245,35,16,31,4,0,0,0
Graduate,Single,57100.0,1,42,9,311,27,14,0,0,0
Graduate,Partner,69139.0,1,153,23,227,49,11,0,0,0
Postgraduate,Partner,52973.0,1,598,92,1152,58,31,0,0,0
Postgraduate,Partner,51717.0,1,313,55,122,49,8,1,0,0
Graduate,Partner,18793.0,1,533,14,77,43,9,0,0,0
Graduate,Partner,66664.0,0,642,78,1289,32,19,0,0,0
Graduate,Single,50664.0,2,529,64,561,55,24,0,0,0
Graduate,Partner,54414.0,2,522,49,211,51,13,0,0,0
Postgraduate,Partner,54549.0,1,118,8,233,62,12,0,0,0
Postgraduate,Single,47111.0,1,659,35,1092,43,21,0,0,0
Postgraduate,Single,41003.0,0,469,11,601,51,17,0,0,0
Graduate,Partner,19444.0,1,127,8,54,32,10,0,0,1
Graduate,Partner,36301.0,1,247,53,78,38,7,0,0,0
Postgraduate,Partner,73059.0,1,302,36,1095,67,26,0,0,0
Postgraduate,Partner,42731.0,1,251,64,244,45,13,0,0,0
Postgraduate,Partner,52854.0,2,97,43,116,55,9,0,0,0
Graduate,Partner,22775.0,1,375,40,15,36,4,0,0,0
Postgraduate,Partner,46681.0,2,264,52,425,66,16,0,0,0
Postgraduate,Partner,59821.0,1,443,11,734,59,26,0,0,0
Graduate,Single,50002.0,1,377,21,638,60,19,0,0,0
Graduate,Partner,69755.0,0,270,23,894,69,22,0,0,0
Graduate,Partner,44078.0,2,10,17,41,45,7,0,0,0
Postgraduate,Partner,30560.0,1,367,6,31,38,5,0,0,0
Postgraduate,Partner,35924.0,2,98,56,34,45,5,0,0,0
Postgraduate,Single,64140.0,2,279,71,1750,50,18,3,0,1
Graduate,Partner,56386.0,2,610,51,612,33,25,0,0,0
Undergraduate,Partner,24594.0,1,201,94,29,35,5,0,0,0
Graduate,Partner,75774.0,1,58,27,823,33,21,0,0,0
Postgraduate,Single,39228.0,0,415,1,20,54,4,0,0,0
Postgraduate,Partner,58494.0,1,199,56,396,40,16,0,0,0
Graduate,Single,58684.0,0,13,71,813,33,21,1,0,0
Graduate,Single,57136.0,0,407,18,1179,47,20,0,0,1
Postgraduate,Single,56551.0,2,53,48,138,64,10,0,0,0
Graduate,Partner,22448.0,1,123,86,55,32,9,0,0,0
Graduate,Single,82014.0,0,678,48,1511,53,22,0,0,1
Graduate,Single,34213.0,2,660,2,117,51,9,0,0,1
Postgraduate,Single,25358.0,1,342,57,32,67,6,0,0,0
Postgraduate,Single,35544.0,1,113,77,67,36,6,0,0,0
Postgraduate,Partner,36634.0,1,397,0,335,60,15,0,0,0
Postgraduate,Partner,62670.0,1,147,57,825,60,22,0,0,0
Graduate,Partner,50334.0,1,340,24,694,42,23,0,0,0
Graduate,Single,72066.0,0,6,55,1792,33,17,2,0,1
Postgraduate,Single,50729.0,2,423,62,496,56,24,0,0,0
Graduate,Partner,34916.0,2,410,89,231,46,13,0,0,0
Graduate,Single,64892.0,1,31,77,902,38,24,0,0,0
Graduate,Single,43602.0,2,170,45,68,48,9,0,0,0
Postgraduate,Single,33996.0,0,291,46,71,25,6,0,0,0
Graduate,Single,41473.0,1,375,80,76,29,6,0,0,0
Postgraduate,Partner,63246.0,2,313,60,772,47,22,0,0,0
Postgraduate,Partner,36732.0,2,182,71,47,55,9,0,0,0
Postgraduate,Partner,69084.0,1,222,43,1586,44,25,0,0,0
Postgraduate,Partner,77766.0,1,492,97,1529,47,34,1,0,1
Postgraduate,Single,37929.0,0,334,49,265,29,13,2,0,1
Graduate,Partner,86610.0,0,297,66,1603,63,18,0,0,0
Postgraduate,Partner,80141.0,0,534,20,2091,28,22,1,0,1
Graduate,Partner,72635.0,0,391,54,981,59,21,1,0,0
Graduate,Partner,69016.0,1,584,61,1533,44,34,0,0,0
Graduate,Partner,20193.0,0,578,18,82,23,7,0,0,0
Graduate,Partner,27573.0,1,461,45,244,39,14,0,0,0
Undergraduate,Single,15862.0,1,367,26,36,35,5,0,0,0
Postgraduate,Partner,49544.0,1,502,0,404,38,16,0,0,0
Graduate,Partner,33228.0,1,157,28,71,34,6,0,0,0
Graduate,Partner,70440.0,0,264,49,1572,36,23,1,0,0
Graduate,Partner,38232.0,2,163,84,122,43,11,0,0,0
Postgraduate,Partner,22554.0,2,603,38,41,59,10,0,0,0
Postgraduate,Partner,23536.0,1,25,53,10,31,4,0,0,0
Graduate,Partner,49413.0,1,247,88,304,62,13,0,0,0
Graduate,Partner,42231.0,2,96,99,37,45,5,0,0,0
Postgraduate,Single,78789.0,0,690,12,1754,34,16,0,0,1
Graduate,Partner,56534.0,1,341,35,815,46,25,2,0,1
Graduate,Single,58350.0,1,541,5,1001,43,27,0,0,0
Graduate,Single,81217.0,0,345,77,1157,25,22,0,0,0
Graduate,Single,49090.0,1,345,45,688,63,21,0,0,0
Postgraduate,Single,61787.0,0,358,71,1319,27,19,0,0,0
Postgraduate,Partner,18169.0,1,495,40,21,29,4,0,0,0
Graduate,Single,24336.0,1,671,82,31,33,4,0,0,0
Graduate,Partner,18222.0,0,545,70,67,24,6,0,0,0
Graduate,Single,62335.0,1,402,87,708,62,21,0,0,0
Graduate,Partner,42033.0,2,648,95,25,43,4,0,0,0
Postgraduate,Partner,86580.0,0,487,72,746,31,11,1,0,0
Postgraduate,Single,41437.0,2,645,5,32,57,5,0,0,0
Postgraduate,Single,73705.0,2,116,86,1695,63,25,0,0,0
Graduate,Partner,61064.0,1,667,80,1080,38,28,0,0,0
Postgraduate,Partner,38452.0,2,91,62,72,59,9,0,0,0
Graduate,Single,18358.0,1,221,49,57,25,10,0,0,0
Postgraduate,Partner,55012.0,1,100,85,660,41,25,0,0,0
Undergraduate,Partner,9722.0,1,635,7,103,41,11,0,0,1
Postgraduate,Partner,38175.0,1,279,6,153,30,11,0,0,0
Postgraduate,Partner,58656.0,1,647,25,1220,58,32,1,0,0
Graduate,Partner,52117.0,1,682,55,279,49,13,0,0,0
Graduate,Partner,64813.0,1,178,81,745,36,20,0,0,0
Postgraduate,Partner,54222.0,1,120,98,264,41,12,0,0,0
Graduate,Partner,83512.0,0,12,31,2157,28,22,4,0,1
Postgraduate,Partner,77520.0,1,305,30,1526,55,23,3,0,1
Graduate,Partner,41154.0,1,446,98,69,36,6,0,0,0
Graduate,Partner,80398.0,0,596,92,1597,48,26,1,0,0
Undergraduate,Single,18746.0,1,31,41,64,22,8,0,0,0
Graduate,Partner,35196.0,1,593,68,497,30,18,0,0,0
Graduate,Single,60230.0,1,405,78,1067,58,17,0,0,0
Graduate,Partner,22108.0,2,52,46,31,37,7,0,0,0
Graduate,Partner,44392.0,2,297,71,211,40,14,0,0,0
Postgraduate,Partner,55424.0,1,581,6,877,38,25,1,0,1
Graduate,Partner,17688.0,1,532,82,11,35,4,0,1,0
Postgraduate,Partner,92491.0,0,424,71,2034,31,25,3,0,1
Graduate,Single,90273.0,0,197,32,1991,23,19,3,0,1
Postgraduate,Single,82571.0,0,88,28,1686,52,24,1,0,0
Postgraduate,Single,38513.0,1,152,20,324,32,17,0,0,1
Postgraduate,Single,16653.0,1,72,10,69,35,9,0,0,1
Graduate,Partner,42586.0,2,608,7,252,59,16,0,0,1
Undergraduate,Single,23529.0,1,538,67,54,49,5,0,0,0
Postgraduate,Partner,74881.0,2,478,48,964,53,27,0,0,0
Graduate,Partner,71107.0,1,497,61,1327,63,28,0,0,0
Postgraduate,Partner,46910.0,2,98,36,68,50,7,0,0,0
